"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"Massachusetts"	"25"	"85+ years"	"85+"	"Female"	"F"	12984	86397	15028.3
	"2002"	"2002"	"Massachusetts"	"25"	"85+ years"	"85+"	"Male"	"M"	5852	32969	17750.0
	"2002"	"2002"	"Michigan"	"26"	"< 1 year"	"1"	"Female"	"F"	477	62765	760.0
	"2002"	"2002"	"Michigan"	"26"	"< 1 year"	"1"	"Male"	"M"	573	65970	868.6
	"2002"	"2002"	"Michigan"	"26"	"1-4 years"	"1-4"	"Female"	"F"	55	258176	21.3
	"2002"	"2002"	"Michigan"	"26"	"1-4 years"	"1-4"	"Male"	"M"	97	271182	35.8
	"2002"	"2002"	"Michigan"	"26"	"5-14 years"	"5-14"	"Female"	"F"	101	713169	14.2
	"2002"	"2002"	"Michigan"	"26"	"5-14 years"	"5-14"	"Male"	"M"	179	750107	23.9
	"2002"	"2002"	"Michigan"	"26"	"15-24 years"	"15-24"	"Female"	"F"	283	685892	41.3
	"2002"	"2002"	"Michigan"	"26"	"15-24 years"	"15-24"	"Male"	"M"	774	711617	108.8
	"2002"	"2002"	"Michigan"	"26"	"25-34 years"	"25-34"	"Female"	"F"	433	645268	67.1
	"2002"	"2002"	"Michigan"	"26"	"25-34 years"	"25-34"	"Male"	"M"	1013	646690	156.6
	"2002"	"2002"	"Michigan"	"26"	"35-44 years"	"35-44"	"Female"	"F"	1196	772468	154.8
	"2002"	"2002"	"Michigan"	"26"	"35-44 years"	"35-44"	"Male"	"M"	1958	764123	256.2
	"2002"	"2002"	"Michigan"	"26"	"45-54 years"	"45-54"	"Female"	"F"	2478	725830	341.4
	"2002"	"2002"	"Michigan"	"26"	"45-54 years"	"45-54"	"Male"	"M"	4045	705890	573.0
	"2002"	"2002"	"Michigan"	"26"	"55-64 years"	"55-64"	"Female"	"F"	3712	479592	774.0
	"2002"	"2002"	"Michigan"	"26"	"55-64 years"	"55-64"	"Male"	"M"	5288	454653	1163.1
	"2002"	"2002"	"Michigan"	"26"	"65-74 years"	"65-74"	"Female"	"F"	6792	343652	1976.4
	"2002"	"2002"	"Michigan"	"26"	"65-74 years"	"65-74"	"Male"	"M"	8364	286355	2920.8
	"2002"	"2002"	"Michigan"	"26"	"75-84 years"	"75-84"	"Female"	"F"	13415	269208	4983.1
	"2002"	"2002"	"Michigan"	"26"	"75-84 years"	"75-84"	"Male"	"M"	12505	177979	7026.1
	"2002"	"2002"	"Michigan"	"26"	"85+ years"	"85+"	"Female"	"F"	15756	105645	14914.1
	"2002"	"2002"	"Michigan"	"26"	"85+ years"	"85+"	"Male"	"M"	7894	43420	18180.6
	"2002"	"2002"	"Minnesota"	"27"	"< 1 year"	"1"	"Female"	"F"	147	31644	464.5
	"2002"	"2002"	"Minnesota"	"27"	"< 1 year"	"1"	"Male"	"M"	204	33121	615.9
	"2002"	"2002"	"Minnesota"	"27"	"1-4 years"	"1-4"	"Female"	"F"	36	128129	28.1
	"2002"	"2002"	"Minnesota"	"27"	"1-4 years"	"1-4"	"Male"	"M"	52	133815	38.9
	"2002"	"2002"	"Minnesota"	"27"	"5-14 years"	"5-14"	"Female"	"F"	60	345846	17.3
	"2002"	"2002"	"Minnesota"	"27"	"5-14 years"	"5-14"	"Male"	"M"	60	365120	16.4
	"2002"	"2002"	"Minnesota"	"27"	"15-24 years"	"15-24"	"Female"	"F"	121	349739	34.6
	"2002"	"2002"	"Minnesota"	"27"	"15-24 years"	"15-24"	"Male"	"M"	348	365099	95.3
	"2002"	"2002"	"Minnesota"	"27"	"25-34 years"	"25-34"	"Female"	"F"	154	322139	47.8
	"2002"	"2002"	"Minnesota"	"27"	"25-34 years"	"25-34"	"Male"	"M"	336	331708	101.3
	"2002"	"2002"	"Minnesota"	"27"	"35-44 years"	"35-44"	"Female"	"F"	344	396542	86.7
	"2002"	"2002"	"Minnesota"	"27"	"35-44 years"	"35-44"	"Male"	"M"	664	401794	165.3
	"2002"	"2002"	"Minnesota"	"27"	"45-54 years"	"45-54"	"Female"	"F"	784	351394	223.1
	"2002"	"2002"	"Minnesota"	"27"	"45-54 years"	"45-54"	"Male"	"M"	1385	355213	389.9
	"2002"	"2002"	"Minnesota"	"27"	"55-64 years"	"55-64"	"Female"	"F"	1235	224194	550.9
	"2002"	"2002"	"Minnesota"	"27"	"55-64 years"	"55-64"	"Male"	"M"	1925	217943	883.3
	"2002"	"2002"	"Minnesota"	"27"	"65-74 years"	"65-74"	"Female"	"F"	2489	156772	1587.7
	"2002"	"2002"	"Minnesota"	"27"	"65-74 years"	"65-74"	"Male"	"M"	3317	137094	2419.5
	"2002"	"2002"	"Minnesota"	"27"	"75-84 years"	"75-84"	"Female"	"F"	5517	128920	4279.4
	"2002"	"2002"	"Minnesota"	"27"	"75-84 years"	"75-84"	"Male"	"M"	5549	88250	6287.8
	"2002"	"2002"	"Minnesota"	"27"	"85+ years"	"85+"	"Female"	"F"	8885	63221	14053.9
	"2002"	"2002"	"Minnesota"	"27"	"85+ years"	"85+"	"Male"	"M"	4533	25938	17476.3
	"2002"	"2002"	"Mississippi"	"28"	"< 1 year"	"1"	"Female"	"F"	185	19762	936.1
	"2002"	"2002"	"Mississippi"	"28"	"< 1 year"	"1"	"Male"	"M"	240	20533	1168.9
	"2002"	"2002"	"Mississippi"	"28"	"1-4 years"	"1-4"	"Female"	"F"	31	79716	38.9
	"2002"	"2002"	"Mississippi"	"28"	"1-4 years"	"1-4"	"Male"	"M"	41	83186	49.3
	"2002"	"2002"	"Mississippi"	"28"	"5-14 years"	"5-14"	"Female"	"F"	64	208326	30.7
	"2002"	"2002"	"Mississippi"	"28"	"5-14 years"	"5-14"	"Male"	"M"	81	216484	37.4
	"2002"	"2002"	"Mississippi"	"28"	"15-24 years"	"15-24"	"Female"	"F"	156	219971	70.9
	"2002"	"2002"	"Mississippi"	"28"	"15-24 years"	"15-24"	"Male"	"M"	355	226173	157.0
	"2002"	"2002"	"Mississippi"	"28"	"25-34 years"	"25-34"	"Female"	"F"	242	189309	127.8
	"2002"	"2002"	"Mississippi"	"28"	"25-34 years"	"25-34"	"Male"	"M"	416	180875	230.0
	"2002"	"2002"	"Mississippi"	"28"	"35-44 years"	"35-44"	"Female"	"F"	486	211327	230.0
	"2002"	"2002"	"Mississippi"	"28"	"35-44 years"	"35-44"	"Male"	"M"	780	200000	390.0
	"2002"	"2002"	"Mississippi"	"28"	"45-54 years"	"45-54"	"Female"	"F"	900	195617	460.1
	"2002"	"2002"	"Mississippi"	"28"	"45-54 years"	"45-54"	"Male"	"M"	1429	185203	771.6
	"2002"	"2002"	"Mississippi"	"28"	"55-64 years"	"55-64"	"Female"	"F"	1340	138091	970.4
	"2002"	"2002"	"Mississippi"	"28"	"55-64 years"	"55-64"	"Male"	"M"	2119	126005	1681.7
	"2002"	"2002"	"Mississippi"	"28"	"65-74 years"	"65-74"	"Female"	"F"	2220	103534	2144.2
	"2002"	"2002"	"Mississippi"	"28"	"65-74 years"	"65-74"	"Male"	"M"	3062	82530	3710.2
	"2002"	"2002"	"Mississippi"	"28"	"75-84 years"	"75-84"	"Female"	"F"	4058	73143	5548.0
	"2002"	"2002"	"Mississippi"	"28"	"75-84 years"	"75-84"	"Male"	"M"	3571	44476	8029.0
	"2002"	"2002"	"Mississippi"	"28"	"85+ years"	"85+"	"Female"	"F"	4860	29793	16312.6
	"2002"	"2002"	"Mississippi"	"28"	"85+ years"	"85+"	"Male"	"M"	2133	11215	19019.2
	"2002"	"2002"	"Missouri"	"29"	"< 1 year"	"1"	"Female"	"F"	278	36145	769.1
	"2002"	"2002"	"Missouri"	"29"	"< 1 year"	"1"	"Male"	"M"	359	37902	947.2
	"2002"	"2002"	"Missouri"	"29"	"1-4 years"	"1-4"	"Female"	"F"	49	144463	33.9
	"2002"	"2002"	"Missouri"	"29"	"1-4 years"	"1-4"	"Male"	"M"	64	150876	42.4
	"2002"	"2002"	"Missouri"	"29"	"5-14 years"	"5-14"	"Female"	"F"	69	389250	17.7
	"2002"	"2002"	"Missouri"	"29"	"5-14 years"	"5-14"	"Male"	"M"	88	408186	21.6
	"2002"	"2002"	"Missouri"	"29"	"15-24 years"	"15-24"	"Female"	"F"	215	399277	53.8
	"2002"	"2002"	"Missouri"	"29"	"15-24 years"	"15-24"	"Male"	"M"	575	408892	140.6
	"2002"	"2002"	"Missouri"	"29"	"25-34 years"	"25-34"	"Female"	"F"	248	361982	68.5
	"2002"	"2002"	"Missouri"	"29"	"25-34 years"	"25-34"	"Male"	"M"	597	359492	166.1
	"2002"	"2002"	"Missouri"	"29"	"35-44 years"	"35-44"	"Female"	"F"	697	432577	161.1
	"2002"	"2002"	"Missouri"	"29"	"35-44 years"	"35-44"	"Male"	"M"	1253	425954	294.2
	"2002"	"2002"	"Missouri"	"29"	"45-54 years"	"45-54"	"Female"	"F"	1372	399950	343.0
	"2002"	"2002"	"Missouri"	"29"	"45-54 years"	"45-54"	"Male"	"M"	2254	383114	588.3
	"2002"	"2002"	"Missouri"	"29"	"55-64 years"	"55-64"	"Female"	"F"	2232	284600	784.3
	"2002"	"2002"	"Missouri"	"29"	"55-64 years"	"55-64"	"Male"	"M"	3353	261950	1280.0
	"2002"	"2002"	"Missouri"	"29"	"65-74 years"	"65-74"	"Female"	"F"	4240	211504	2004.7
	"2002"	"2002"	"Missouri"	"29"	"65-74 years"	"65-74"	"Male"	"M"	5581	177486	3144.5
	"2002"	"2002"	"Missouri"	"29"	"75-84 years"	"75-84"	"Female"	"F"	8217	163040	5039.9
	"2002"	"2002"	"Missouri"	"29"	"75-84 years"	"75-84"	"Male"	"M"	7804	106534	7325.4
	"2002"	"2002"	"Missouri"	"29"	"85+ years"	"85+"	"Female"	"F"	11165	71365	15644.9
	"2002"	"2002"	"Missouri"	"29"	"85+ years"	"85+"	"Male"	"M"	5155	27524	18729.1
	"2002"	"2002"	"Montana"	"30"	"< 1 year"	"1"	"Female"	"F"	41	4593	892.7
	"2002"	"2002"	"Montana"	"30"	"< 1 year"	"1"	"Male"	"M"	30	4926	609.0
	"2002"	"2002"	"Montana"	"30"	"5-14 years"	"5-14"	"Male"	"M"	12	58084	Unreliable
	"2002"	"2002"	"Montana"	"30"	"15-24 years"	"15-24"	"Female"	"F"	29	59364	48.9
	"2002"	"2002"	"Montana"	"30"	"15-24 years"	"15-24"	"Male"	"M"	82	64453	127.2
	"2002"	"2002"	"Montana"	"30"	"25-34 years"	"25-34"	"Female"	"F"	27	45600	59.2
	"2002"	"2002"	"Montana"	"30"	"25-34 years"	"25-34"	"Male"	"M"	75	47639	157.4
	"2002"	"2002"	"Montana"	"30"	"35-44 years"	"35-44"	"Female"	"F"	82	62955	130.3
	"2002"	"2002"	"Montana"	"30"	"35-44 years"	"35-44"	"Male"	"M"	132	61686	214.0
	"2002"	"2002"	"Montana"	"30"	"45-54 years"	"45-54"	"Female"	"F"	187	67596	276.6
	"2002"	"2002"	"Montana"	"30"	"45-54 years"	"45-54"	"Male"	"M"	312	68763	453.7
	"2002"	"2002"	"Montana"	"30"	"55-64 years"	"55-64"	"Female"	"F"	319	44417	718.2
	"2002"	"2002"	"Montana"	"30"	"55-64 years"	"55-64"	"Male"	"M"	478	45657	1046.9
	"2002"	"2002"	"Montana"	"30"	"65-74 years"	"65-74"	"Female"	"F"	589	31940	1844.1
	"2002"	"2002"	"Montana"	"30"	"65-74 years"	"65-74"	"Male"	"M"	706	29874	2363.3
	"2002"	"2002"	"Montana"	"30"	"75-84 years"	"75-84"	"Female"	"F"	1169	24541	4763.5
	"2002"	"2002"	"Montana"	"30"	"75-84 years"	"75-84"	"Male"	"M"	1219	18339	6647.0
	"2002"	"2002"	"Montana"	"30"	"85+ years"	"85+"	"Female"	"F"	1664	10821	15377.5
	"2002"	"2002"	"Montana"	"30"	"85+ years"	"85+"	"Male"	"M"	899	5193	17311.8
	"2002"	"2002"	"Nebraska"	"31"	"< 1 year"	"1"	"Female"	"F"	67	11767	569.4
	"2002"	"2002"	"Nebraska"	"31"	"< 1 year"	"1"	"Male"	"M"	105	12276	855.3
	"2002"	"2002"	"Nebraska"	"31"	"1-4 years"	"1-4"	"Female"	"F"	11	45586	Unreliable
	"2002"	"2002"	"Nebraska"	"31"	"1-4 years"	"1-4"	"Male"	"M"	18	47393	Unreliable
	"2002"	"2002"	"Nebraska"	"31"	"5-14 years"	"5-14"	"Female"	"F"	20	119302	16.8
	"2002"	"2002"	"Nebraska"	"31"	"5-14 years"	"5-14"	"Male"	"M"	29	125040	23.2
	"2002"	"2002"	"Nebraska"	"31"	"15-24 years"	"15-24"	"Female"	"F"	66	126123	52.3
	"2002"	"2002"	"Nebraska"	"31"	"15-24 years"	"15-24"	"Male"	"M"	142	132784	106.9
	"2002"	"2002"	"Nebraska"	"31"	"25-34 years"	"25-34"	"Female"	"F"	61	106290	57.4
	"2002"	"2002"	"Nebraska"	"31"	"25-34 years"	"25-34"	"Male"	"M"	132	110721	119.2
	"2002"	"2002"	"Nebraska"	"31"	"35-44 years"	"35-44"	"Female"	"F"	176	124823	141.0
	"2002"	"2002"	"Nebraska"	"31"	"35-44 years"	"35-44"	"Male"	"M"	284	126281	224.9
	"2002"	"2002"	"Nebraska"	"31"	"45-54 years"	"45-54"	"Female"	"F"	307	119253	257.4
	"2002"	"2002"	"Nebraska"	"31"	"45-54 years"	"45-54"	"Male"	"M"	481	119040	404.1
	"2002"	"2002"	"Nebraska"	"31"	"55-64 years"	"55-64"	"Female"	"F"	525	77050	681.4
	"2002"	"2002"	"Nebraska"	"31"	"55-64 years"	"55-64"	"Male"	"M"	790	74625	1058.6
	"2002"	"2002"	"Nebraska"	"31"	"65-74 years"	"65-74"	"Female"	"F"	1089	61188	1779.8
	"2002"	"2002"	"Nebraska"	"31"	"65-74 years"	"65-74"	"Male"	"M"	1428	51989	2746.7
	"2002"	"2002"	"Nebraska"	"31"	"75-84 years"	"75-84"	"Female"	"F"	2124	49714	4272.4
	"2002"	"2002"	"Nebraska"	"31"	"75-84 years"	"75-84"	"Male"	"M"	2255	34160	6601.3
	"2002"	"2002"	"Nebraska"	"31"	"85+ years"	"85+"	"Female"	"F"	3717	24472	15188.8
	"2002"	"2002"	"Nebraska"	"31"	"85+ years"	"85+"	"Male"	"M"	1803	9946	18127.9
	"2002"	"2002"	"Nevada"	"32"	"< 1 year"	"1"	"Female"	"F"	83	15470	536.5
	"2002"	"2002"	"Nevada"	"32"	"< 1 year"	"1"	"Male"	"M"	110	16126	682.1
	"2002"	"2002"	"Nevada"	"32"	"1-4 years"	"1-4"	"Female"	"F"	16	59120	Unreliable
	"2002"	"2002"	"Nevada"	"32"	"1-4 years"	"1-4"	"Male"	"M"	25	62323	40.1
	"2002"	"2002"	"Nevada"	"32"	"5-14 years"	"5-14"	"Female"	"F"	14	148380	Unreliable
	"2002"	"2002"	"Nevada"	"32"	"5-14 years"	"5-14"	"Male"	"M"	28	156178	17.9
	"2002"	"2002"	"Nevada"	"32"	"15-24 years"	"15-24"	"Female"	"F"	62	132709	46.7
	"2002"	"2002"	"Nevada"	"32"	"15-24 years"	"15-24"	"Male"	"M"	194	142900	135.8
	"2002"	"2002"	"Nevada"	"32"	"25-34 years"	"25-34"	"Female"	"F"	99	152171	65.1
	"2002"	"2002"	"Nevada"	"32"	"25-34 years"	"25-34"	"Male"	"M"	256	164505	155.6
	"2002"	"2002"	"Nevada"	"32"	"35-44 years"	"35-44"	"Female"	"F"	304	160814	189.0
	"2002"	"2002"	"Nevada"	"32"	"35-44 years"	"35-44"	"Male"	"M"	474	174613	271.5
	"2002"	"2002"	"Nevada"	"32"	"45-54 years"	"45-54"	"Female"	"F"	482	146174	329.7
	"2002"	"2002"	"Nevada"	"32"	"45-54 years"	"45-54"	"Male"	"M"	982	147874	664.1
	"2002"	"2002"	"Nevada"	"32"	"55-64 years"	"55-64"	"Female"	"F"	893	109772	813.5
	"2002"	"2002"	"Nevada"	"32"	"55-64 years"	"55-64"	"Male"	"M"	1366	109734	1244.8
	"2002"	"2002"	"Nevada"	"32"	"65-74 years"	"65-74"	"Female"	"F"	1459	71450	2042.0
	"2002"	"2002"	"Nevada"	"32"	"65-74 years"	"65-74"	"Male"	"M"	2034	70606	2880.8
	"2002"	"2002"	"Nevada"	"32"	"75-84 years"	"75-84"	"Female"	"F"	2277	43350	5252.6
	"2002"	"2002"	"Nevada"	"32"	"75-84 years"	"75-84"	"Male"	"M"	2410	34966	6892.4
	"2002"	"2002"	"Nevada"	"32"	"85+ years"	"85+"	"Female"	"F"	2061	12643	16301.5
	"2002"	"2002"	"Nevada"	"32"	"85+ years"	"85+"	"Male"	"M"	1132	6549	17285.1
	"2002"	"2002"	"New Hampshire"	"33"	"< 1 year"	"1"	"Female"	"F"	30	7152	419.5
	"2002"	"2002"	"New Hampshire"	"33"	"< 1 year"	"1"	"Male"	"M"	42	7605	552.3
	"2002"	"2002"	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Female"	"F"	10	88180	Unreliable
	"2002"	"2002"	"New Hampshire"	"33"	"5-14 years"	"5-14"	"Male"	"M"	11	93004	Unreliable
	"2002"	"2002"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Female"	"F"	25	81991	30.5
	"2002"	"2002"	"New Hampshire"	"33"	"15-24 years"	"15-24"	"Male"	"M"	70	83869	83.5
	"2002"	"2002"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Female"	"F"	31	77170	40.2
	"2002"	"2002"	"New Hampshire"	"33"	"25-34 years"	"25-34"	"Male"	"M"	94	76604	122.7
	"2002"	"2002"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Female"	"F"	112	110255	101.6
	"2002"	"2002"	"New Hampshire"	"33"	"35-44 years"	"35-44"	"Male"	"M"	196	108394	180.8
	"2002"	"2002"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Female"	"F"	233	98493	236.6
	"2002"	"2002"	"New Hampshire"	"33"	"45-54 years"	"45-54"	"Male"	"M"	391	97851	399.6
	"2002"	"2002"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Female"	"F"	413	62291	663.0
	"2002"	"2002"	"New Hampshire"	"33"	"55-64 years"	"55-64"	"Male"	"M"	575	61307	937.9
	"2002"	"2002"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Female"	"F"	754	41418	1820.5
	"2002"	"2002"	"New Hampshire"	"33"	"65-74 years"	"65-74"	"Male"	"M"	964	36876	2614.2
	"2002"	"2002"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Female"	"F"	1447	31763	4555.6
	"2002"	"2002"	"New Hampshire"	"33"	"75-84 years"	"75-84"	"Male"	"M"	1416	21362	6628.6
	"2002"	"2002"	"New Hampshire"	"33"	"85+ years"	"85+"	"Female"	"F"	2025	13573	14919.3
	"2002"	"2002"	"New Hampshire"	"33"	"85+ years"	"85+"	"Male"	"M"	994	5464	18191.8
	"2002"	"2002"	"New Jersey"	"34"	"< 1 year"	"1"	"Female"	"F"	299	54866	545.0
	"2002"	"2002"	"New Jersey"	"34"	"< 1 year"	"1"	"Male"	"M"	356	57138	623.1
	"2002"	"2002"	"New Jersey"	"34"	"1-4 years"	"1-4"	"Female"	"F"	43	219040	19.6
	"2002"	"2002"	"New Jersey"	"34"	"1-4 years"	"1-4"	"Male"	"M"	63	229042	27.5
	"2002"	"2002"	"New Jersey"	"34"	"5-14 years"	"5-14"	"Female"	"F"	79	587381	13.4
	"2002"	"2002"	"New Jersey"	"34"	"5-14 years"	"5-14"	"Male"	"M"	96	616376	15.6
	"2002"	"2002"	"New Jersey"	"34"	"15-24 years"	"15-24"	"Female"	"F"	170	503605	33.8
	"2002"	"2002"	"New Jersey"	"34"	"15-24 years"	"15-24"	"Male"	"M"	519	533073	97.4
	"2002"	"2002"	"New Jersey"	"34"	"25-34 years"	"25-34"	"Female"	"F"	339	574992	59.0
	"2002"	"2002"	"New Jersey"	"34"	"25-34 years"	"25-34"	"Male"	"M"	717	570568	125.7
	"2002"	"2002"	"New Jersey"	"34"	"35-44 years"	"35-44"	"Female"	"F"	1011	723319	139.8
	"2002"	"2002"	"New Jersey"	"34"	"35-44 years"	"35-44"	"Male"	"M"	1589	701332	226.6
	"2002"	"2002"	"New Jersey"	"34"	"45-54 years"	"45-54"	"Female"	"F"	1829	624137	293.0
	"2002"	"2002"	"New Jersey"	"34"	"45-54 years"	"45-54"	"Male"	"M"	2948	588675	500.8
	"2002"	"2002"	"New Jersey"	"34"	"55-64 years"	"55-64"	"Female"	"F"	2960	431029	686.7
	"2002"	"2002"	"New Jersey"	"34"	"55-64 years"	"55-64"	"Male"	"M"	4169	389778	1069.6
	"2002"	"2002"	"New Jersey"	"34"	"65-74 years"	"65-74"	"Female"	"F"	5644	311210	1813.6
	"2002"	"2002"	"New Jersey"	"34"	"65-74 years"	"65-74"	"Male"	"M"	6761	249944	2705.0
	"2002"	"2002"	"New Jersey"	"34"	"75-84 years"	"75-84"	"Female"	"F"	11745	251946	4661.7
	"2002"	"2002"	"New Jersey"	"34"	"75-84 years"	"75-84"	"Male"	"M"	10605	159451	6650.9
	"2002"	"2002"	"New Jersey"	"34"	"85+ years"	"85+"	"Female"	"F"	15049	100464	14979.5
	"2002"	"2002"	"New Jersey"	"34"	"85+ years"	"85+"	"Male"	"M"	6937	40834	16988.3
	"2002"	"2002"	"New Mexico"	"35"	"< 1 year"	"1"	"Female"	"F"	59	11397	517.7
	"2002"	"2002"	"New Mexico"	"35"	"< 1 year"	"1"	"Male"	"M"	88	11756	748.6
	"2002"	"2002"	"New Mexico"	"35"	"1-4 years"	"1-4"	"Female"	"F"	14	44621	Unreliable
	"2002"	"2002"	"New Mexico"	"35"	"1-4 years"	"1-4"	"Male"	"M"	17	46257	Unreliable
	"2002"	"2002"	"New Mexico"	"35"	"5-14 years"	"5-14"	"Female"	"F"	16	117839	Unreliable
	"2002"	"2002"	"New Mexico"	"35"	"5-14 years"	"5-14"	"Male"	"M"	24	122537	19.6
	"2002"	"2002"	"New Mexico"	"35"	"15-24 years"	"15-24"	"Female"	"F"	70	119032	58.8
	"2002"	"2002"	"New Mexico"	"35"	"15-24 years"	"15-24"	"Male"	"M"	181	126331	143.3
	"2002"	"2002"	"New Mexico"	"35"	"25-34 years"	"25-34"	"Female"	"F"	67	101950	65.7
	"2002"	"2002"	"New Mexico"	"35"	"25-34 years"	"25-34"	"Male"	"M"	208	102609	202.7
	"2002"	"2002"	"New Mexico"	"35"	"35-44 years"	"35-44"	"Female"	"F"	179	123876	144.5
	"2002"	"2002"	"New Mexico"	"35"	"35-44 years"	"35-44"	"Male"	"M"	462	120809	382.4
	"2002"	"2002"	"New Mexico"	"35"	"45-54 years"	"45-54"	"Female"	"F"	353	122387	288.4
	"2002"	"2002"	"New Mexico"	"35"	"45-54 years"	"45-54"	"Male"	"M"	678	117583	576.6
	"2002"	"2002"	"New Mexico"	"35"	"55-64 years"	"55-64"	"Female"	"F"	557	84618	658.3
	"2002"	"2002"	"New Mexico"	"35"	"55-64 years"	"55-64"	"Male"	"M"	890	79232	1123.3
	"2002"	"2002"	"New Mexico"	"35"	"65-74 years"	"65-74"	"Female"	"F"	1019	60213	1692.3
	"2002"	"2002"	"New Mexico"	"35"	"65-74 years"	"65-74"	"Male"	"M"	1341	54293	2469.9
	"2002"	"2002"	"New Mexico"	"35"	"75-84 years"	"75-84"	"Female"	"F"	1891	41127	4598.0
	"2002"	"2002"	"New Mexico"	"35"	"75-84 years"	"75-84"	"Male"	"M"	1891	30777	6144.2
	"2002"	"2002"	"New Mexico"	"35"	"85+ years"	"85+"	"Female"	"F"	2069	15587	13273.9
	"2002"	"2002"	"New Mexico"	"35"	"85+ years"	"85+"	"Male"	"M"	1290	7692	16770.7
	"2002"	"2002"	"New York"	"36"	"< 1 year"	"1"	"Female"	"F"	676	119703	564.7
	"2002"	"2002"	"New York"	"36"	"< 1 year"	"1"	"Male"	"M"	839	125593	668.0
	"2002"	"2002"	"New York"	"36"	"1-4 years"	"1-4"	"Female"	"F"	97	467207	20.8
	"2002"	"2002"	"New York"	"36"	"1-4 years"	"1-4"	"Male"	"M"	145	488934	29.7
	"2002"	"2002"	"New York"	"36"	"5-14 years"	"5-14"	"Female"	"F"	125	1283439	9.7
	"2002"	"2002"	"New York"	"36"	"5-14 years"	"5-14"	"Male"	"M"	232	1345729	17.2
	"2002"	"2002"	"New York"	"36"	"15-24 years"	"15-24"	"Female"	"F"	426	1267566	33.6
	"2002"	"2002"	"New York"	"36"	"15-24 years"	"15-24"	"Male"	"M"	1142	1311092	87.1
	"2002"	"2002"	"New York"	"36"	"25-34 years"	"25-34"	"Female"	"F"	728	1351154	53.9
	"2002"	"2002"	"New York"	"36"	"25-34 years"	"25-34"	"Male"	"M"	1510	1305545	115.7
	"2002"	"2002"	"New York"	"36"	"35-44 years"	"35-44"	"Female"	"F"	2148	1536814	139.8
	"2002"	"2002"	"New York"	"36"	"35-44 years"	"35-44"	"Male"	"M"	3462	1480640	233.8
	"2002"	"2002"	"New York"	"36"	"45-54 years"	"45-54"	"Female"	"F"	4203	1366704	307.5
	"2002"	"2002"	"New York"	"36"	"45-54 years"	"45-54"	"Male"	"M"	6495	1272001	510.6
	"2002"	"2002"	"New York"	"36"	"55-64 years"	"55-64"	"Female"	"F"	6545	965991	677.5
	"2002"	"2002"	"New York"	"36"	"55-64 years"	"55-64"	"Male"	"M"	9335	846034	1103.4
	"2002"	"2002"	"New York"	"36"	"65-74 years"	"65-74"	"Female"	"F"	12083	699457	1727.5
	"2002"	"2002"	"New York"	"36"	"65-74 years"	"65-74"	"Male"	"M"	14873	556369	2673.2
	"2002"	"2002"	"New York"	"36"	"75-84 years"	"75-84"	"Female"	"F"	23737	544731	4357.6
	"2002"	"2002"	"New York"	"36"	"75-84 years"	"75-84"	"Male"	"M"	21544	342685	6286.8
	"2002"	"2002"	"New York"	"36"	"85+ years"	"85+"	"Female"	"F"	32359	229690	14088.1
	"2002"	"2002"	"New York"	"36"	"85+ years"	"85+"	"Male"	"M"	15195	91480	16610.2
	"2002"	"2002"	"North Carolina"	"37"	"< 1 year"	"1"	"Female"	"F"	389	55853	696.5
	"2002"	"2002"	"North Carolina"	"37"	"< 1 year"	"1"	"Male"	"M"	553	58577	944.1
	"2002"	"2002"	"North Carolina"	"37"	"1-4 years"	"1-4"	"Female"	"F"	58	216203	26.8
	"2002"	"2002"	"North Carolina"	"37"	"1-4 years"	"1-4"	"Male"	"M"	76	226389	33.6
	"2002"	"2002"	"North Carolina"	"37"	"5-14 years"	"5-14"	"Female"	"F"	99	546342	18.1
	"2002"	"2002"	"North Carolina"	"37"	"5-14 years"	"5-14"	"Male"	"M"	127	572296	22.2
	"2002"	"2002"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Female"	"F"	260	549236	47.3
	"2002"	"2002"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Male"	"M"	738	591269	124.8
	"2002"	"2002"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Female"	"F"	434	585112	74.2
	"2002"	"2002"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Male"	"M"	949	598489	158.6
	"2002"	"2002"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Female"	"F"	1106	645149	171.4
	"2002"	"2002"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Male"	"M"	1767	632174	279.5
	"2002"	"2002"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Female"	"F"	1980	586900	337.4
	"2002"	"2002"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Male"	"M"	3349	555503	602.9
